treated1fb	treated2fb	treated3fb	untreated1fb	untreated2fb	untreated3fb	untreated4fb
FBgn0050298	0	0	0	0	0	0	0
FBgn0050299	0	0	0	0	0	0	0
FBgn0050316	0	0	0	0	0	0	0
FBgn0050321	2	3	1	0	1	3	0
FBgn0050323	193	172	106	232	226	138	106
FBgn0050324	2	1	2	0	1	1	0
FBgn0050325	0	0	0	0	0	0	0
FBgn0050326	3	3	0	0	0	2	2
FBgn0050333	0	0	0	0	0	0	0
FBgn0050334	5	3	5	2	6	2	3
FBgn0050339	643	534	441	525	681	327	381
FBgn0050340	203	114	128	185	236	96	121
FBgn0050342	556	615	414	467	741	316	369
FBgn0050343	1	0	0	2	0	1	0
FBgn0050344	769	684	673	983	1164	708	744
FBgn0050345	72	53	92	110	95	85	83
FBgn0050349	1457	1563	1422	1997	2623	1186	1362
FBgn0050350	0	0	0	0	0	0	0
FBgn0050354	0	1	0	1	1	0	3
FBgn0050355	9	6	0	8	6	5	4
FBgn0050356+FBgn0086784	1033	1277	1051	1117	1351	882	1005
FBgn0050357	67	47	32	52	75	23	28
FBgn0050359	62	87	91	11	43	31	42
FBgn0050360	2	2	3	5	8	2	3
FBgn0050361	4	2	0	1	2	0	0
FBgn0050362	5	2	2	1	3	0	2
FBgn0050363+FBgn0050366	6	17	4	1	2	1	1
FBgn0050364	2	3	3	0	3	2	2
FBgn0050365	2	1	3	6	4	1	2
FBgn0050369	0	0	0	0	0	0	0
FBgn0050371	0	0	0	0	0	0	0
FBgn0050372	2078	2176	1811	1878	2447	1488	1496
FBgn0050373	251	274	220	285	382	140	220
FBgn0050374	2	1	5	2	3	0	1
FBgn0050375	0	0	0	0	0	0	0
FBgn0050376	0	0	0	0	0	0	0
FBgn0050377	9	21	11	5	15	14	19
FBgn0050378+FBgn0033238	0	1	4	5	4	5	1
FBgn0050379	0	2	0	0	0	0	0
FBgn0050380	0	0	0	1	0	0	0
FBgn0050381	156	188	173	228	235	88	118
FBgn0050382	0	2	1	0	0	0	0
FBgn0050383	131	84	61	102	62	38	47
FBgn0050384+FBgn0050385	1	0	0	0	0	0	0
FBgn0050389	3587	4008	3631	3296	4172	2407	2260
FBgn0050390	207	208	222	250	266	135	212
FBgn0050391	3	1	3	1	0	0	2
FBgn0050392	316	241	214	239	382	157	217
FBgn0050393	0	1	0	0	1	0	1
FBgn0050394	1192	827	650	848	1043	532	559
FBgn0050395	0	0	0	0	0	0	0
FBgn0050398	16	2	9	3	7	5	7
FBgn0050401	0	0	0	0	1	0	0
FBgn0050403	45	50	49	34	44	19	28
FBgn0050404	933	726	682	761	1225	516	521
FBgn0050406	0	0	0	0	0	0	0
FBgn0050407	0	0	0	0	0	0	0
FBgn0050410+FBgn0050409	995	1713	1031	914	1163	592	829
FBgn0050411	0	0	0	0	0	0	0
FBgn0050412	0	0	0	0	0	0	0
FBgn0050413	9	7	2	8	8	2	2
FBgn0050414	119	131	97	101	121	51	67
FBgn0050416	1	0	0	0	0	0	0
FBgn0050417	0	0	0	0	0	0	0
FBgn0050418+FBgn0034996	2	13	6	9	6	8	3
FBgn0050419	0	0	1	0	1	0	0
FBgn0050420	257	244	182	241	369	152	186
FBgn0050421	2171	2236	1695	1779	2778	1270	1341
FBgn0050423	1334	1042	1136	1388	1881	852	911
FBgn0050424	14	11	10	3	9	7	5
FBgn0050428	221	99	98	167	246	96	72
FBgn0050429	0	0	0	0	0	0	0
FBgn0050430	0	0	0	0	0	0	0
FBgn0050431	1	0	3	3	1	1	1
FBgn0050432	0	0	0	1	0	0	1
FBgn0050438	366	282	190	254	316	176	201
FBgn0050440	383	152	131	322	407	145	112
FBgn0050441	2	1	0	2	0	0	0
FBgn0050443	313	338	314	299	384	213	255
FBgn0050446	9	6	7	11	16	9	6
FBgn0050447	0	0	0	0	0	0	0
FBgn0050449	1	0	0	0	0	0	0
FBgn0050452	2	0	0	0	0	0	0
FBgn0050454	0	0	0	0	0	0	0
FBgn0050456	1084	1025	854	835	1285	624	720
FBgn0050457	0	0	0	0	2	0	0
FBgn0050458	0	0	0	0	0	1	0
FBgn0050459	10	3	1	4	9	1	0
FBgn0050460	554	628	494	328	741	416	380
FBgn0050461+FBgn0050462	11	2	2	7	5	3	8
FBgn0050463	132	108	69	14	14	12	12
FBgn0050464	0	0	0	0	0	0	0
FBgn0050466	161	64	32	121	116	40	34
FBgn0050467	264	301	173	210	240	156	162
FBgn0050468	0	0	0	0	0	0	1
FBgn0050469	0	1	0	0	0	0	0
FBgn0050470	0	0	1	0	0	0	0
FBgn0050471	0	0	0	0	0	0	0
FBgn0050472	1	0	2	0	0	0	0
FBgn0050476	201	104	135	165	227	91	106
FBgn0050479	0	0	0	0	1	0	0
FBgn0050480	0	0	0	0	0	0	0
FBgn0050481+FBgn0053155	620	564	500	502	877	329	346
FBgn0050482	53	34	33	25	66	35	34
FBgn0050484	48	11	10	24	37	18	21
FBgn0050485	20	23	4	25	30	10	8
FBgn0050486	2	0	1	0	0	1	0
FBgn0050487	3	1	0	0	1	0	2
FBgn0050488	7	1	0	0	3	1	1
FBgn0050489	46	39	45	61	46	32	51
FBgn0050490	7	8	3	4	14	8	8
FBgn0050491	64	56	61	56	79	42	24
FBgn0050492	1742	1847	1789	1799	2502	1512	1458
FBgn0050493	160	98	146	134	128	77	78
FBgn0050495	12	7	13	8	7	0	2
FBgn0050496	400	372	256	300	423	164	192
FBgn0050497	8062	7723	5784	4493	11701	5465	4850
FBgn0050499	1022	1161	981	872	993	598	717
FBgn0050502	92	88	70	71	82	47	51
FBgn0050503+FBgn0040513	251	268	211	245	285	188	209
FBgn0050505	1	0	0	0	1	0	1
FBgn0050506	0	0	0	0	0	0	0
FBgn0050509	0	0	1	0	0	1	0
FBgn0051002	2	0	0	2	1	0	2
FBgn0051004	16	7	8	6	6	13	4
FBgn0051005	336	329	307	439	652	321	375
FBgn0051007	0	0	0	0	1	0	0
FBgn0051008	0	0	0	0	0	0	0
FBgn0051010	0	0	0	0	2	0	0
FBgn0051013	2	0	0	0	0	0	0
FBgn0051014	0	0	0	0	0	0	0
FBgn0051015	0	0	0	0	1	2	0
FBgn0051016	0	2	1	0	0	1	0
FBgn0051017	2	4	1	0	2	1	5
FBgn0051019	27	18	12	28	33	20	19
FBgn0051021	4	0	1	1	8	3	1
FBgn0051023	0	0	0	0	0	0	0
FBgn0051025	9	17	8	7	17	6	5
FBgn0051028	4	0	3	1	7	1	3
FBgn0051029	52	74	37	33	62	35	30
FBgn0051030	0	0	0	1	1	0	0
FBgn0051031	6	3	6	6	9	6	2
FBgn0051032	53	75	66	39	68	46	51
FBgn0051036	6	1	5	2	8	4	9
FBgn0051038	513	612	435	776	1215	755	768
FBgn0051040	684	633	539	612	713	329	463
FBgn0051041	1	2	4	7	4	3	8
FBgn0051044+FBgn0260633	275	118	74	48	346	97	95
FBgn0051048	2264	2246	1700	1865	3029	1562	1494
FBgn0051050	0	0	0	0	0	0	0
FBgn0051051	42	29	39	23	24	18	10
FBgn0051052	8	5	5	5	5	5	4
FBgn0051053	3	12	3	9	16	2	9
FBgn0051054	0	0	0	0	0	0	0
FBgn0051055	5	2	1	2	3	0	1
FBgn0051058	0	0	0	0	0	0	1
FBgn0051063	878	876	778	784	901	480	562
FBgn0051064	883	1028	748	847	1182	743	713
FBgn0051065	26	11	9	19	12	10	11
FBgn0051068	49	47	27	55	62	25	30
FBgn0051070	0	0	0	0	0	0	0
FBgn0051071	0	0	0	0	0	0	0
FBgn0051072	846	818	900	852	1088	695	780
FBgn0051075	2214	2399	2131	2551	2341	1327	1553
FBgn0051076	3	0	0	0	1	0	0
FBgn0051077	0	2	0	0	0	0	0
FBgn0051080	0	0	1	0	0	0	0
FBgn0051081	0	0	0	0	0	0	0
FBgn0051082	38	40	30	49	107	47	42
FBgn0051084	0	0	0	0	0	0	0
FBgn0051087	1	0	0	2	1	0	1
FBgn0051088	8	2	3	3	13	7	8
FBgn0051089	1	0	0	0	0	0	0
FBgn0051091	3	2	0	0	0	0	0
FBgn0051092	349	384	331	64	91	49	44
FBgn0051093	0	0	0	0	1	0	0
FBgn0051097	0	2	0	0	0	1	0
FBgn0051098	174	182	113	201	365	153	182
FBgn0051099	0	0	0	0	0	0	0
FBgn0051100	4	7	2	0	3	2	2
FBgn0051102	0	1	0	0	3	2	0
FBgn0051103	0	1	0	0	0	0	0
FBgn0051104	1	6	1	1	2	0	3
FBgn0051105	2	2	0	0	2	2	2
FBgn0051106	2	2	0	2	1	0	0
FBgn0051108+FBgn0051510	991	583	413	728	1215	457	379
FBgn0051109	127	81	85	107	149	68	59
FBgn0051111	99	47	39	57	87	31	30
FBgn0051115	10	11	11	11	12	6	14
FBgn0051116	308	288	231	179	206	116	125
FBgn0051118	25	47	43	61	72	25	58
FBgn0051119	32	47	34	24	38	16	22
FBgn0051120	962	1068	936	934	1133	628	825
FBgn0051121	2	8	1	2	7	3	3
FBgn0051122	1929	2116	1878	1649	2359	1451	1441
FBgn0051125	41	52	32	18	29	9	12
FBgn0051126	91	101	33	101	149	32	30
FBgn0051128	0	0	0	0	0	1	0
FBgn0051130	1	0	0	0	4	0	0
FBgn0051131	0	0	0	0	0	0	0
FBgn0051133	172	130	71	90	135	43	74
FBgn0051139+FBgn0086253	963	995	778	673	948	452	495
FBgn0051140	560	590	512	435	654	477	419
FBgn0051141	3	1	0	1	5	0	1
FBgn0051143	0	0	0	0	0	0	0
FBgn0051145	25	26	27	25	35	18	23
FBgn0051146	0	0	1	0	0	0	0
FBgn0051148	1	0	0	0	1	0	1
FBgn0051150	9911	10372	8771	12008	17726	8977	9588
FBgn0051151	2337	3099	2490	2582	3658	2305	2151
FBgn0051155	448	333	312	500	654	261	333
FBgn0051156	358	254	268	304	436	227	225
FBgn0051157	1	0	0	0	1	0	0
FBgn0051158	2827	3386	2656	2696	3450	2341	2067
FBgn0051159	166	166	200	207	225	113	160
FBgn0051161	41	23	20	21	35	6	18
FBgn0051162	0	0	0	0	0	0	0
FBgn0051163	23	24	17	3	9	5	5
FBgn0051164	0	0	1	0	0	0	0
FBgn0051165	0	0	0	0	0	0	0
FBgn0051166	0	0	0	0	0	0	0
FBgn0051167	0	0	0	0	0	0	0
FBgn0051169	394	335	217	318	492	156	187
FBgn0051174	22	2	9	12	12	5	4
FBgn0051176	0	2	0	0	0	0	1
FBgn0051183	5	4	3	3	7	1	4
FBgn0051184+FBgn0053108	694	508	538	502	611	302	420
FBgn0051189	0	0	0	0	0	0	0
FBgn0051191	2	1	0	1	2	3	1
FBgn0051195	1559	1561	1268	786	1168	567	625
FBgn0051198	0	0	1	0	0	1	0
FBgn0051199	0	0	0	0	0	0	0
FBgn0051200	0	0	0	0	1	0	0
FBgn0051202	2	4	3	4	5	3	0
FBgn0051204	0	1	0	0	0	0	1
FBgn0051205	0	0	0	0	0	0	0
FBgn0051206	0	0	0	0	0	0	0
FBgn0051207	0	0	0	0	0	0	0
FBgn0051210	0	0	0	0	0	0	0
FBgn0051211	1501	1606	1553	1292	1997	1226	1293
FBgn0051213	33	21	16	26	37	18	11
FBgn0051215	0	0	0	0	0	0	0
FBgn0051216	2565	1701	1683	1797	2176	1073	1085
FBgn0051217	71	85	52	83	101	63	75
FBgn0051219	3532	2531	1955	3721	2273	1189	1483
FBgn0051220	1	0	3	1	0	0	0
FBgn0051221	10	7	5	5	5	2	2
FBgn0051223	256	260	145	225	297	104	140
FBgn0051224	2779	3126	2077	2465	3749	1742	1799
FBgn0051225	0	0	0	0	0	0	0
FBgn0051226	1	0	0	0	0	0	0
FBgn0051228	0	0	0	0	0	0	0
FBgn0051229	250	258	282	258	353	199	251
FBgn0051230	17	9	9	10	17	3	7
FBgn0051231	10	22	7	5	16	4	8
FBgn0051232	594	599	690	568	770	383	546
FBgn0051233	1	0	0	0	0	0	0
FBgn0051235	0	2	0	1	1	2	2
FBgn0051242	0	0	0	0	0	0	0
FBgn0051244	1	1	0	4	4	1	1
FBgn0051245	4	4	0	0	3	1	0
FBgn0051246	1	0	0	1	1	0	0
FBgn0051248	1	0	0	0	0	3	1
FBgn0051249	276	244	219	305	347	193	210
FBgn0051251	178	120	102	108	178	58	85
FBgn0051253	0	0	0	0	0	0	0
FBgn0051259	1	3	3	6	7	2	8
FBgn0051262	24	13	8	15	41	14	20
FBgn0051265	2	0	0	2	2	0	0
FBgn0051266	1	2	0	2	0	0	0
FBgn0051267	0	0	1	0	2	0	2
FBgn0051268	0	0	0	0	1	0	0
FBgn0051269	2	0	0	0	1	0	0
FBgn0051272	5	4	1	4	5	4	5
FBgn0051274	0	6	2	0	0	0	0
FBgn0051278	99	102	70	88	109	50	58
FBgn0051279	2	2	2	5	4	0	0
FBgn0051281	0	0	0	1	1	0	0
FBgn0051282	0	0	0	0	0	0	0
FBgn0051286	0	0	0	0	0	0	0
FBgn0051287	4	0	2	2	2	1	1
FBgn0051288	4	4	3	4	4	1	0
FBgn0051291	1	4	2	0	1	3	2
FBgn0051292	0	1	0	0	0	0	0
FBgn0051294	1	0	0	0	0	0	0
FBgn0051296	33	19	27	21	30	17	7
FBgn0051300	1	2	2	1	1	0	0
FBgn0051301	810	698	625	783	1075	454	562
FBgn0051302	31	59	35	16	39	30	35
FBgn0051304	1021	1199	890	700	1269	624	654
FBgn0051313	28	18	14	17	19	22	22
FBgn0051314	7641	7280	5978	5612	7395	3756	3697
FBgn0051315	0	0	0	0	0	0	0
FBgn0051320	561	313	212	377	521	216	210
FBgn0051321	8	1	6	9	4	5	3
FBgn0051323+FBgn0051086	13	6	10	9	12	7	3
FBgn0051324	1055	1249	986	865	1068	645	663
FBgn0051326	19	13	11	19	51	25	27
FBgn0051327	0	0	0	0	0	0	0
FBgn0051331	0	0	0	0	0	0	0
FBgn0051333	0	0	0	0	0	0	0
FBgn0051334	0	0	0	0	0	0	0
FBgn0051337	737	722	747	1068	2139	963	1221
FBgn0051339	0	0	0	0	0	0	0
FBgn0051342	3166	2854	2333	3346	3560	1974	2108
FBgn0051343	4	1	2	0	2	0	0
FBgn0051344	403	480	348	514	490	255	334
FBgn0051345	0	0	0	0	0	0	0
FBgn0051347	25	17	12	15	37	12	13
FBgn0051352	698	825	831	315	545	663	467
FBgn0051353	1	0	0	0	0	2	0
FBgn0051354	2	9	2	1	1	3	3
FBgn0051356	0	0	0	0	0	0	0
FBgn0051357	502	529	399	431	619	278	372
FBgn0051360	197	92	81	123	82	42	72
FBgn0051361	2149	2172	1925	965	1938	1090	1112
FBgn0051363	15572	10187	10075	7215	9907	4075	4251
FBgn0051365	609	590	382	458	931	359	398
FBgn0051367	891	752	639	799	1409	564	631
FBgn0051368	1387	1293	963	980	1438	761	737
FBgn0051370	415	216	167	374	367	253	225
FBgn0051371	0	1	0	1	2	0	1
FBgn0051373	0	0	0	0	0	0	0
FBgn0051374	19	18	10	9	9	15	6
FBgn0051380	2	0	1	0	0	0	0
FBgn0051382	0	0	0	0	0	0	0
FBgn0051383	0	0	0	0	0	0	0
FBgn0051386	2	0	0	0	0	0	0
FBgn0051388	152	118	179	157	197	88	147
FBgn0051389	26	23	16	18	14	16	11
FBgn0051390	291	287	191	250	328	164	172
FBgn0051391	6	4	1	2	5	2	0
FBgn0051392	159	159	102	149	183	80	97
FBgn0051404	1	2	0	2	0	0	1
FBgn0051406	1	0	2	1	0	0	2
FBgn0051407	1	0	0	0	1	0	0
FBgn0051410	0	0	1	0	0	0	1
FBgn0051413	0	0	0	0	0	0	0
FBgn0051414	2	4	1	0	1	0	3
FBgn0051415	13	9	12	15	24	18	15
FBgn0051416	0	0	0	0	0	0	0
FBgn0051418	0	0	0	0	0	0	0
FBgn0051419	0	0	0	0	0	0	0
FBgn0051423	0	0	0	0	0	0	0
FBgn0051424	0	0	0	0	0	0	0
FBgn0051427	0	0	0	0	1	1	2
FBgn0051431	2408	1966	1768	3930	4507	2135	2454
FBgn0051432	0	0	0	0	0	0	0
FBgn0051436	201	143	147	118	187	76	98
FBgn0051437	2	2	0	1	1	0	3
FBgn0051438	0	0	0	0	0	0	0
FBgn0051439	4	7	5	6	10	13	5
FBgn0051441	170	168	122	173	175	81	115
FBgn0051445	57	69	45	74	70	31	29
FBgn0051446	10	0	1	1	5	1	6
FBgn0051450	305	259	256	306	413	162	232
FBgn0051453	1121	1140	925	821	1073	549	631
FBgn0051454	5	11	1	7	9	2	2
FBgn0051459	0	0	0	0	0	0	0
FBgn0051460	504	334	233	327	364	102	170
FBgn0051461	0	0	0	0	0	1	0
FBgn0051462	148	176	107	27	100	55	33
FBgn0051463	1	0	0	0	0	0	1
FBgn0051464	3	0	1	2	0	0	0
FBgn0051465	3	2	0	4	7	3	1
FBgn0051467	45	24	18	36	53	15	26
FBgn0051469	11	2	5	9	5	0	1
FBgn0051471	0	0	0	0	0	0	0
FBgn0051473+FBgn0051472	118	102	85	64	103	63	59
FBgn0051475	0	1	1	1	2	0	0
FBgn0051477	136	68	50	29	54	25	31
FBgn0051480	0	0	0	0	0	0	0
FBgn0051481	0	0	1	1	0	0	0
FBgn0051482	0	0	0	0	0	0	0
FBgn0051485	0	0	0	0	0	0	0
FBgn0051491	0	0	0	0	0	0	0
FBgn0051493	0	2	2	0	0	0	0
FBgn0051494	0	0	0	0	1	0	0
FBgn0051495	105	93	46	78	69	18	35
FBgn0051496	0	0	0	0	0	0	0
FBgn0051497	0	0	0	0	0	0	0
FBgn0051498	0	0	0	0	0	0	0
FBgn0051501	0	0	0	0	0	0	0
FBgn0051506	0	0	1	0	1	0	0
FBgn0051515	0	0	0	0	0	0	0
FBgn0051516	18	19	12	22	28	9	12
FBgn0051518	0	0	0	0	0	0	0
FBgn0051522	1176	1025	979	1043	1371	667	656
FBgn0051523	5789	3737	3402	8928	11642	4981	5007
FBgn0051524	0	0	1	0	0	0	0
FBgn0051525	70	39	22	49	43	25	20
FBgn0051526	20	5	12	6	14	20	4
FBgn0051528	4	4	9	0	1	2	0
FBgn0051530	2	1	3	1	4	0	0
FBgn0051531	1640	1496	1183	1076	2253	1055	999
FBgn0051533	0	0	0	0	1	0	0
FBgn0051534	1036	1003	869	751	1304	655	590
FBgn0051536	4131	4027	3406	3473	6048	2972	2985
FBgn0051538	14	13	5	21	17	9	8
FBgn0051544	0	0	0	0	0	0	0
FBgn0051546	67	76	46	37	48	23	38
FBgn0051547	14	17	7	13	17	22	12
FBgn0051548	418	503	356	563	557	301	358
FBgn0051549	549	842	589	459	602	319	427
FBgn0051550	1505	1607	1285	1122	2000	1115	1044
FBgn0051551	26	24	7	8	31	14	12
FBgn0051555	22	19	11	4	8	5	1
FBgn0051556	0	0	0	0	1	1	0
FBgn0051559	0	2	0	4	2	0	0
FBgn0051560	1	0	0	0	0	0	0
FBgn0051561	0	0	0	0	0	0	0
FBgn0051562	0	0	0	0	0	1	0
FBgn0051568	6	5	1	1	4	2	1
FBgn0051569	0	0	0	0	0	0	0
FBgn0051570	0	0	0	0	0	0	0
FBgn0051573	0	0	0	0	0	0	0
FBgn0051575	0	0	0	0	0	0	0
FBgn0051576	0	0	0	0	0	0	0
FBgn0051577	0	0	0	0	0	0	0
FBgn0051578	0	1	0	0	0	0	0
FBgn0051579	0	0	0	0	0	0	0
FBgn0051580	2	0	0	0	0	0	0
FBgn0051583	0	0	0	0	0	0	1
FBgn0051588	0	0	0	0	0	0	0
FBgn0051591	0	0	0	0	0	0	0
FBgn0051600	139	75	53	74	113	71	38
FBgn0051601	2205	949	712	1575	2677	704	689
FBgn0051602	0	0	0	0	1	0	0
FBgn0051603	0	0	0	0	0	0	0
FBgn0051604	0	0	0	0	0	0	0
FBgn0051606	9	0	1	2	1	5	1
FBgn0051607	163	135	140	79	126	100	77
FBgn0051609	3	3	0	0	2	1	1
FBgn0051611	0	0	0	0	0	0	0
FBgn0051612	442	282	194	266	482	153	152
FBgn0051613	0	0	0	0	0	0	0
FBgn0051614	227	138	104	175	106	52	52
FBgn0051615	0	0	0	0	0	0	0
FBgn0051616	0	0	0	0	0	0	0
FBgn0051617	0	0	0	0	0	0	0
FBgn0051619	5559	5683	5375	4926	6266	3815	3651
FBgn0051624	65	33	38	23	46	18	21
FBgn0051626	0	0	0	0	0	0	0
FBgn0051627	18	13	7	11	30	6	0
FBgn0051630	78	74	47	90	143	61	65
FBgn0051631	0	0	0	0	0	0	0
FBgn0051632	0	0	0	0	0	1	0
FBgn0051633	193	98	105	154	184	79	106
FBgn0051634	10	9	20	9	17	9	13
FBgn0051635	836	832	587	639	1128	588	561
FBgn0051636	3	5	3	4	9	0	4
FBgn0051637	2732	2890	2324	3653	4068	2473	2702
FBgn0051638	1073	1096	915	868	1145	713	734
FBgn0051639	0	0	0	0	0	0	0
FBgn0051641	2645	1322	1506	1826	3624	1537	1631
FBgn0051642	228	269	146	46	66	47	30
FBgn0051643	0	1	0	0	0	0	0
FBgn0051644	0	0	0	0	0	0	0
FBgn0051646	0	0	0	0	0	0	0
FBgn0051647	1	0	0	1	1	0	0
FBgn0051648	305	343	222	286	350	136	172
FBgn0051658	339	250	320	227	327	133	259
FBgn0051659	1	0	0	0	0	0	0
FBgn0051660	9	1	5	10	17	4	6
FBgn0051661	1	1	0	0	2	0	0
FBgn0051663	21	19	9	1	7	5	4
FBgn0051664	0	1	0	1	2	0	1
FBgn0051665	0	0	0	0	1	0	0
FBgn0051668	45	30	30	37	39	20	21
FBgn0051669	0	0	0	0	0	0	0
FBgn0051673	2331	1968	1610	1783	2332	1157	1506
FBgn0051674	217	163	137	142	201	101	95
FBgn0051675	39	22	22	35	100	36	38
FBgn0051676	3	6	5	3	7	3	1
FBgn0051677	0	0	0	0	0	0	0
FBgn0051678	4077	4189	3090	3630	5463	2699	2491
FBgn0051679	0	0	0	1	0	1	0
FBgn0051680	1	0	0	1	0	0	1
FBgn0051681	0	0	1	0	1	0	0
FBgn0051682	1	0	2	0	0	0	0
FBgn0051683	0	4	7	1	3	4	3
FBgn0051686	8	4	5	9	4	2	4
FBgn0051687	12	24	29	18	16	27	29
FBgn0051688	915	1202	765	962	1409	994	953
FBgn0051690	3	3	1	1	1	1	1
FBgn0051693	4	2	2	1	0	2	1
FBgn0051694	2489	2328	1936	2237	2891	1588	1805
FBgn0051697	8	10	4	5	9	6	5
FBgn0051698	0	0	1	0	0	0	1
FBgn0051700	0	0	0	0	0	0	0
FBgn0051702	0	0	0	0	0	0	0
FBgn0051703	0	0	0	0	0	0	0
FBgn0051704	0	0	0	0	0	0	0
FBgn0051706	0	1	0	2	1	2	1
FBgn0051708	0	0	0	0	0	0	0
FBgn0051710	160	88	91	90	203	102	93
FBgn0051712	689	531	509	469	921	415	507
FBgn0051713	92	78	94	53	110	52	77
FBgn0051715	775	296	307	502	939	272	257
FBgn0051716	4165	2965	3006	3526	5205	2511	2585
FBgn0051717	957	643	502	784	952	425	534
FBgn0051718	0	0	0	0	0	0	0
FBgn0051719	11	14	15	13	17	23	7
FBgn0051720	277	129	99	208	290	92	115
FBgn0051721	5	5	6	1	4	3	0
FBgn0051728	0	1	1	0	0	0	2
FBgn0051729	3496	3753	2723	3871	4018	2226	2383
FBgn0051730	0	0	0	0	0	0	0
FBgn0051735	0	0	0	0	0	0	0
FBgn0051739	3426	2947	2271	3093	4189	1958	2017
FBgn0051741	0	0	0	0	0	0	0
FBgn0051742	0	0	0	0	0	0	0
FBgn0051752	0	0	0	0	1	0	0
FBgn0051754	0	0	0	0	0	1	1
FBgn0051755	552	408	240	460	634	243	244
FBgn0051759	202	91	72	154	166	75	60
FBgn0051760	1	0	0	0	0	0	0
FBgn0051763	5	9	2	5	8	5	6
FBgn0051769	92	55	58	91	111	50	50
FBgn0051772	1	0	1	3	3	1	0
FBgn0051773	8	7	2	2	5	2	1
FBgn0051774	10	16	9	6	13	13	2
FBgn0051776	0	0	0	1	4	3	1
FBgn0051777	372	317	469	569	702	225	311
FBgn0051778	10	3	5	17	27	8	11
FBgn0051779	0	0	0	0	0	0	0
FBgn0051780	0	0	0	0	0	0	0
FBgn0051781	4	0	1	1	2	0	0
FBgn0051782	207	145	103	205	235	126	93
FBgn0051784	0	0	0	0	0	0	0
FBgn0051785	0	0	0	0	0	0	0
FBgn0051786	0	0	0	0	0	0	0
FBgn0051787	0	0	0	0	0	0	0
FBgn0051788	0	0	0	0	0	0	0
FBgn0051789	28	20	18	11	22	4	9
FBgn0051790	51	52	42	61	56	33	32
FBgn0051792	4	7	1	4	3	4	4
FBgn0051793	560	499	368	433	659	288	363
FBgn0051797	1	0	0	0	1	0	0
FBgn0051798	38	27	21	74	49	28	31
FBgn0051800	252	181	171	204	332	122	162
FBgn0051802	0	0	0	0	0	0	0
FBgn0051803	13	11	8	6	9	4	5
FBgn0051804	1	0	0	0	0	0	0
FBgn0051805	6	4	2	4	6	1	5
FBgn0051806	0	0	0	0	0	0	0
FBgn0051807	15	2	2	2	3	2	1
FBgn0051809	0	0	0	0	0	0	0
FBgn0051810	0	0	0	0	0	0	0
FBgn0051812	63	23	21	29	54	22	19
FBgn0051813	0	0	0	0	0	0	0
FBgn0051814	3	1	1	4	0	2	0
FBgn0051815	95	36	21	15	95	43	15
FBgn0051816	32	18	12	19	20	8	19
FBgn0051820	0	0	0	0	0	0	0
FBgn0051821	2	2	1	2	4	4	0
FBgn0051822	1	0	0	0	0	0	0
FBgn0051823	0	0	0	0	0	0	0
FBgn0051824	0	0	0	0	1	0	0
FBgn0051826+FBgn0041627	737	738	592	455	751	345	389
FBgn0051827	0	0	0	0	0	0	0
FBgn0051828	0	0	0	0	0	0	0
FBgn0051832	3	4	1	0	0	0	1
FBgn0051835	0	0	0	0	0	0	0
FBgn0051845	1	0	0	1	0	1	1
FBgn0051846	1	0	0	1	1	0	2
FBgn0051847	17	10	5	2	5	8	0
FBgn0051848	1	1	1	0	0	0	1
FBgn0051849	97	64	73	49	57	33	34
FBgn0051851	0	0	0	0	0	0	0
FBgn0051852	696	594	458	488	798	291	380
FBgn0051855	553	425	322	339	653	206	264
FBgn0051856	150	119	101	65	86	43	47
FBgn0051858	24	7	7	13	36	13	6
FBgn0051860	0	0	0	0	0	0	0
FBgn0051862	0	0	0	0	0	0	0
FBgn0051864	35	86	75	30	20	38	51
FBgn0051865	13	31	12	10	7	31	39
FBgn0051866	20	30	49	25	33	22	22
FBgn0051867	0	0	0	0	0	0	0
FBgn0051869	22	22	21	9	21	15	18
FBgn0051870	0	0	3	0	0	0	0
FBgn0051871	0	0	0	0	0	0	0
FBgn0051872	0	0	0	0	0	0	0
FBgn0051874	19	16	12	9	12	6	10
FBgn0051875	49	59	36	49	63	28	35
FBgn0051876	1	4	1	2	0	3	0
FBgn0051882	0	0	1	1	2	0	0
FBgn0051885	0	0	1	0	1	5	0
FBgn0051888	0	0	0	0	0	0	0
FBgn0051889	0	0	0	0	0	0	0
FBgn0051890	0	0	0	0	0	0	0
FBgn0051892	0	0	0	0	0	0	0
FBgn0051895	0	0	0	0	1	0	2
FBgn0051896	0	0	0	0	0	0	0
FBgn0051897	34	16	4	15	31	14	8
FBgn0051898	130	44	44	71	98	30	51
FBgn0051900	25	15	17	15	29	23	18
FBgn0051901	2	1	3	2	4	2	2
FBgn0051902	10	3	4	3	6	2	2
FBgn0051907	6	0	1	8	1	2	0
FBgn0051908	1622	1900	1665	1735	2441	1420	1462
FBgn0051909	25	9	5	6	0	2	1
FBgn0051910	0	0	0	0	0	0	0
FBgn0051913	1	5	2	0	4	4	2
FBgn0051914	0	0	0	0	0	0	0
FBgn0051915	1548	1412	997	1210	1759	645	741
FBgn0051920	3	0	2	1	4	0	1
FBgn0051921	4	0	1	1	2	1	2
FBgn0051922	92	35	56	62	89	28	22
FBgn0051926	0	0	0	0	0	0	1
FBgn0051928	2	0	1	0	1	1	0
FBgn0051933	0	0	0	0	0	0	0
FBgn0051935	504	444	369	426	699	308	378
